,jfel,jmis,jot,pri,gender,age,charge,Race,two_year_recid
4092,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
2125,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2637,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0
3269,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0
2982,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
1331,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1
3424,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1
1247,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0
1102,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1
612,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
1478,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0
774,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1
1396,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0
3812,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
3482,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
3548,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
3339,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0
2969,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0
3236,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
2200,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
1535,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
107,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
744,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
1948,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1
3205,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
772,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0
1747,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
618,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
2897,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
2015,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0
6,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
1508,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
1921,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
511,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1
1530,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0
872,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0
1873,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
2114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3743,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0
2174,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0
2237,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0
256,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0
2472,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0
1874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
2357,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0
3290,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
1016,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
3992,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0
1934,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0
520,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0
793,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1
552,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0
1970,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0
1141,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0
3706,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1
427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4053,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0
434,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
609,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1
1011,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
3147,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
1214,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0
826,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0
289,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1
359,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
1059,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0
2374,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
532,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
3571,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
977,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0
3103,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
544,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0
2491,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1
886,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0
449,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1
1924,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1
3111,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1
2708,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1
3688,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0
3097,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1
1589,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0
1929,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
3080,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0
1686,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1
1326,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1
639,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0
1920,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
2275,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1
2958,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0
1171,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
3119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
3487,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1
1184,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1
4019,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0
2980,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1
3977,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0
3440,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0
2206,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1
1338,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
2481,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
1865,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
2887,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0
193,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1
1403,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0
3075,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1
3780,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0
997,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
1040,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1
848,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
3861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
1314,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1
3960,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
3228,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
849,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0
2029,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0
1017,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
3919,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0
1276,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1
343,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0
2281,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
390,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1
1262,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1
2654,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
1803,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1
1324,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
1231,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
2009,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0
1287,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0
3789,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1
2662,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1
3417,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0
3900,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0
960,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1
1142,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0
19,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
1553,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
2764,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
734,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
386,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
1869,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1
3712,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
3327,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0
2928,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
1277,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0
2981,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1
1087,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1
587,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0
2038,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1
3500,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
1413,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0
2318,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0
3542,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
381,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1
1517,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0
650,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0
3252,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0
1916,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
3187,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1
1583,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
3974,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0
440,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0
2940,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1
1129,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
2929,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
863,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
2886,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1
3720,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
2795,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
1371,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1
2596,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0
1151,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1
2308,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1
2348,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0
3965,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
1163,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1
3330,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1
3246,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0
3477,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1
3435,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0
306,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1
919,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0
2242,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1
3116,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1
1848,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1
1395,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0
3603,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0
2192,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
3019,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1
1503,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
3628,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
251,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1
2841,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1
1268,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
2597,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1
1291,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1
3769,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
1937,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0
3090,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
3865,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
1734,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1
209,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
402,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
4102,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
1100,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0
1554,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1
911,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
45,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1
902,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
3427,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
484,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1
1960,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1
2190,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
1474,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1
2155,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
2500,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0
3647,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0
3405,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
2082,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1
2405,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
2207,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0
657,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
2452,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0
515,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
1199,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0
223,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1
594,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0
1675,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1
1524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2398,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1
616,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0
3886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
1065,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
1951,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
3942,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0
2184,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1
973,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0
1741,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1
408,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0
3655,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0
3140,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1
3480,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
3816,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
1711,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1
12,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0
1759,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1
2430,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0
1493,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1
1305,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
1197,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0
648,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0
2437,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0
3666,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
3932,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0
3970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3271,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1
1334,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
2331,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1
1235,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0
1448,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1
1072,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
1608,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
2619,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1
2549,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
3323,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1
903,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
775,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0
215,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0
1307,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1
442,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
2687,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0
2434,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
3056,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0
1731,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1
3467,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0
536,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1
1154,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
1636,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
104,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1
3536,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0
2067,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0
1549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
674,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1
2850,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
1099,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1355,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0
709,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
937,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
2944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
2264,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
1003,2.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1
293,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
3852,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0
1435,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0
1846,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0
1077,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
3664,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
2346,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0
1605,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0
3727,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1
3129,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1
833,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
3517,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
2810,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
1655,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1
3436,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1
2598,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1
4106,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0
2899,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0
3903,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0
3791,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
888,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0
1150,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0
3687,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
3954,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1892,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
1323,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
2359,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0
1941,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
1261,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0
690,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1
3765,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0
1606,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0
3423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3759,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1
926,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
1742,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0
720,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0
3137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2408,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0
3654,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
3226,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0
4088,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1
3447,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
3779,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
556,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
3841,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0
1789,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
895,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
3227,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0
2299,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1
1377,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
1082,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0
3971,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
1797,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1
3944,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1
3344,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1
3014,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
2201,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
3562,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0
3502,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0
2293,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1
463,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
40,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
2235,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
297,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1
2935,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0
676,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0
595,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
172,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
328,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1
1438,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0
1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3737,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1
1372,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
3109,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1
1835,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1
1928,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
2604,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0
67,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0
704,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
1672,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0
503,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1
658,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0
3762,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
2766,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0
3151,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
2179,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
3132,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0
